fecha,Unidad,target,NP,anualidad_red,baja_vto,baja_sin_efec,producto,tipo_cliente,baja_excepcional,modalidad,LOPD,impago,nivel_inicio,des_nivel_inicio,nivel_final,des_nivel_final,solicitudes,asegurados
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,No,No,1,Contact center,4,Siebel,1,1
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,No,No,4,Siebel,7,No procede nivel 1,1,1
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,No,No,7,No procede nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,1,Contact center,4,Siebel,4,6
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,4,Siebel,6,Cont no útil nivel 1,2,4
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,4,Siebel,7,No procede nivel 1,1,1
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,6,Cont no útil nivel 1,16,Baja,2,4
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,7,No procede nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,No,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,1,Contact center,4,Siebel,10,24
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,4,Siebel,6,Cont no útil nivel 1,2,5
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,8,19
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,6,Cont no útil nivel 1,16,Baja,2,5
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,7,16
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,8,Cont útil nivel 1,18,Traspaso,1,3
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,14,28
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,4,Siebel,6,Cont no útil nivel 1,2,3
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,2,4
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,10,21
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,6,Cont no útil nivel 1,16,Baja,2,3
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,2
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,7,No procede nivel 1,18,Traspaso,1,2
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,9,19
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,18,Traspaso,1,2
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Dental,Sí,No,1,Contact center,4,Siebel,3,8
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,3,8
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,2,7
30/11/2020,Contact center,Sí,No,3,Sí,No,Resto,Pyme,Sí,Dental,Sí,No,8,Cont útil nivel 1,18,Traspaso,1,1
30/11/2020,Contact center,Sí,Sí,1,,No,Basico,Individual,,Asistencia,No,No,1,Contact center,4,Siebel,8,18
30/11/2020,Contact center,Sí,Sí,1,,No,Basico,Individual,,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,8,18
30/11/2020,Contact center,Sí,Sí,1,,No,Basico,Individual,,Asistencia,No,No,8,Cont útil nivel 1,14,Retenido,7,17
30/11/2020,Contact center,Sí,Sí,1,,No,Basico,Individual,,Asistencia,No,No,8,Cont útil nivel 1,15,Retenido arg,1,1
30/11/2020,Contact center,Sí,Sí,1,,No,Basico,Individual,,Asistencia,Sí,No,1,Contact center,4,Siebel,13,20
30/11/2020,Contact center,Sí,Sí,1,,No,Basico,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,13,20
30/11/2020,Contact center,Sí,Sí,1,,No,Basico,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,13,20
30/11/2020,Contact center,Sí,Sí,1,,No,Basico,Individual,,Asistencia,Sí,No,14,Retenido,17,Baja final,3,7
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,No,No,1,Contact center,4,Siebel,30,44
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,30,44
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,No,No,8,Cont útil nivel 1,14,Retenido,28,42
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,No,No,8,Cont útil nivel 1,15,Retenido arg,2,2
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,No,No,14,Retenido,17,Baja final,1,2
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,1,Contact center,4,Siebel,76,122
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,76,122
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,75,118
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,15,Retenido arg,1,4
30/11/2020,Contact center,Sí,Sí,1,,No,Plena,Individual,,Asistencia,Sí,No,14,Retenido,17,Baja final,4,5
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Asistencia,Sí,No,1,Contact center,4,Siebel,1,1
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,1,1
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Dental,No,No,1,Contact center,4,Siebel,15,31
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Dental,No,No,4,Siebel,8,Cont útil nivel 1,15,31
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Dental,No,No,8,Cont útil nivel 1,14,Retenido,15,31
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Dental,Sí,No,1,Contact center,4,Siebel,38,71
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,38,71
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Dental,Sí,No,8,Cont útil nivel 1,14,Retenido,36,66
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Dental,Sí,No,8,Cont útil nivel 1,15,Retenido arg,2,5
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Individual,,Dental,Sí,No,14,Retenido,17,Baja final,1,1
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,No,No,1,Contact center,4,Siebel,20,39
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,20,39
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,No,No,8,Cont útil nivel 1,14,Retenido,20,39
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,No,No,14,Retenido,17,Baja final,1,1
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,Sí,No,1,Contact center,4,Siebel,109,229
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,109,229
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,107,226
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,Sí,No,8,Cont útil nivel 1,15,Retenido arg,2,3
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Asistencia,Sí,No,14,Retenido,17,Baja final,3,8
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Dental,Sí,No,1,Contact center,4,Siebel,3,8
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,3,8
30/11/2020,Contact center,Sí,Sí,1,,No,Resto,Pyme,,Dental,Sí,No,8,Cont útil nivel 1,14,Retenido,3,8
30/11/2020,Contact center,Sí,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,1,Contact center,4,Siebel,3,3
30/11/2020,Contact center,Sí,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,4,Siebel,6,Cont no útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,2,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,6,Cont no útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Basico,Individual,No,Asistencia,Sí,No,7,No procede nivel 1,18,Traspaso,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,4,4
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,4,4
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,3,3
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,18,Traspaso,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,1,Contact center,4,Siebel,3,3
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,4,Siebel,6,Cont no útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,2,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,6,Cont no útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,2,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,3,3
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,2,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,7,No procede nivel 1,18,Traspaso,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Plena,Individual,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,18,Traspaso,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,1,4
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,1,4
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,1,4
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Pyme,No,Asistencia,Sí,No,1,Contact center,4,Siebel,2,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Pyme,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,2,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Pyme,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,2,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Pyme,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,2,3
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Pyme,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Pyme,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Pyme,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,2
30/11/2020,Contact center,Sí,Sí,1,No,No,Resto,Pyme,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,No,Sí,Plena,Individual,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,1,1
30/11/2020,Contact center,Sí,Sí,1,No,Sí,Plena,Individual,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,No,Sí,Plena,Individual,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,No,Sí,Resto,Individual,No,Dental,Sí,No,1,Contact center,4,Siebel,2,2
30/11/2020,Contact center,Sí,Sí,1,No,Sí,Resto,Individual,No,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,2,2
30/11/2020,Contact center,Sí,Sí,1,No,Sí,Resto,Individual,No,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,2,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,1,3
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,1,3
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,1,3
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,Sí,Asistencia,No,No,1,Contact center,4,Siebel,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,Sí,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,Sí,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,1,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Basico,Individual,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,No,No,1,Contact center,4,Siebel,2,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,No,No,4,Siebel,7,No procede nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,No,No,7,No procede nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,No,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,Sí,No,1,Contact center,4,Siebel,5,5
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,Sí,No,4,Siebel,6,Cont no útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,3,3
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,Sí,No,6,Cont no útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,No,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,3,3
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,Sí,Asistencia,Sí,No,1,Contact center,4,Siebel,2,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Plena,Individual,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Resto,Individual,No,Dental,Sí,No,1,Contact center,4,Siebel,1,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Resto,Individual,No,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,1,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Resto,Individual,No,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,1,2
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Resto,Individual,Sí,Dental,Sí,No,1,Contact center,4,Siebel,1,4
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Resto,Individual,Sí,Dental,Sí,No,4,Siebel,7,No procede nivel 1,1,4
30/11/2020,Contact center,Sí,Sí,1,Sí,No,Resto,Individual,Sí,Dental,Sí,No,7,No procede nivel 1,16,Baja,1,4
30/11/2020,Contact center,Sí,Sí,2,,No,Plena,Individual,,Asistencia,Sí,No,1,Contact center,4,Siebel,1,1
30/11/2020,Contact center,Sí,Sí,2,,No,Plena,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Contact center,Sí,Sí,2,,No,Plena,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,1,1
30/11/2020,Contact center,Sí,Sí,2,,No,Plena,Individual,,Asistencia,Sí,No,14,Retenido,17,Baja final,1,1
30/11/2020,Desconocido,No,No,1,,No,Mybox,Individual,,Asistencia,Sí,No,0,Desconocido,4,Siebel,1,1
30/11/2020,Desconocido,No,No,1,,No,Mybox,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Desconocido,No,No,1,,No,Mybox,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,1,1
30/11/2020,Desconocido,No,No,2,,No,Plena,Individual,,Asistencia,Sí,No,0,Desconocido,4,Siebel,4,4
30/11/2020,Desconocido,No,No,2,,No,Plena,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,4,4
30/11/2020,Desconocido,No,No,2,,No,Plena,Individual,,Asistencia,Sí,No,8,Cont útil nivel 1,14,Retenido,4,4
30/11/2020,Desconocido,No,No,2,,No,Plena,Individual,,Asistencia,Sí,No,14,Retenido,17,Baja final,2,2
30/11/2020,Desconocido,No,No,2,,No,Resto,Individual,,Dental,No,No,0,Desconocido,4,Siebel,1,1
30/11/2020,Desconocido,No,No,2,,No,Resto,Individual,,Dental,No,No,0,Desconocido,5,TF9,1,1
30/11/2020,Desconocido,No,No,2,,No,Resto,Individual,,Dental,No,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Desconocido,No,No,2,,No,Resto,Individual,,Dental,No,No,5,TF9,9,Cola TF9,1,1
30/11/2020,Desconocido,No,No,2,,No,Resto,Individual,,Dental,No,No,8,Cont útil nivel 1,15,Retenido arg,1,1
30/11/2020,Desconocido,No,No,2,,No,Resto,Individual,,Dental,No,No,9,Cola TF9,12,Cont útil nivel 2,1,1
30/11/2020,Desconocido,No,No,2,,No,Resto,Individual,,Dental,No,No,12,Cont útil nivel 2,15,Retenido arg,1,1
30/11/2020,Desconocido,No,No,2,,No,Resto,Pyme,,Asistencia,Sí,No,0,Desconocido,5,TF9,1,2
30/11/2020,Desconocido,No,No,2,,No,Resto,Pyme,,Asistencia,Sí,No,5,TF9,9,Cola TF9,1,2
30/11/2020,Desconocido,No,No,2,,No,Resto,Pyme,,Asistencia,Sí,No,9,Cola TF9,12,Cont útil nivel 2,1,2
30/11/2020,Desconocido,No,No,2,,No,Resto,Pyme,,Asistencia,Sí,No,12,Cont útil nivel 2,15,Retenido arg,1,2
30/11/2020,Desconocido,No,No,2,No,No,Resto,Individual,No,Dental,No,No,0,Desconocido,4,Siebel,2,3
30/11/2020,Desconocido,No,No,2,No,No,Resto,Individual,No,Dental,No,No,4,Siebel,8,Cont útil nivel 1,2,3
30/11/2020,Desconocido,No,No,2,No,No,Resto,Individual,No,Dental,No,No,8,Cont útil nivel 1,16,Baja,2,3
30/11/2020,Desconocido,No,No,2,Sí,No,Basico,Individual,Sí,Asistencia,Sí,No,0,Desconocido,4,Siebel,1,4
30/11/2020,Desconocido,No,No,2,Sí,No,Basico,Individual,Sí,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,1,4
30/11/2020,Desconocido,No,No,2,Sí,No,Basico,Individual,Sí,Asistencia,Sí,No,8,Cont útil nivel 1,16,Baja,1,4
30/11/2020,Desconocido,No,No,2,Sí,No,Plena,Individual,Sí,Asistencia,Sí,No,0,Desconocido,4,Siebel,1,2
30/11/2020,Desconocido,No,No,2,Sí,No,Plena,Individual,Sí,Asistencia,Sí,No,4,Siebel,7,No procede nivel 1,1,2
30/11/2020,Desconocido,No,No,2,Sí,No,Plena,Individual,Sí,Asistencia,Sí,No,7,No procede nivel 1,16,Baja,1,2
30/11/2020,Desconocido,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,0,Desconocido,4,Siebel,1,1
30/11/2020,Desconocido,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Desconocido,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Desconocido,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,0,Desconocido,4,Siebel,1,1
30/11/2020,Desconocido,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,4,Siebel,8,Cont útil nivel 1,1,1
30/11/2020,Desconocido,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,8,Cont útil nivel 1,16,Baja,1,1
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,No,No,0,Desconocido,4,Siebel,1,7
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,No,No,0,Desconocido,5,TF9,1,1
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,1,7
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,No,No,5,TF9,9,Cola TF9,1,1
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,No,No,8,Cont útil nivel 1,14,Retenido,1,7
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,No,No,9,Cola TF9,12,Cont útil nivel 2,1,1
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,No,No,12,Cont útil nivel 2,14,Retenido,1,1
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,No,No,14,Retenido,17,Baja final,0,2
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,Sí,No,0,Desconocido,5,TF9,2,3
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,Sí,No,5,TF9,9,Cola TF9,2,3
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,Sí,No,9,Cola TF9,12,Cont útil nivel 2,2,3
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,Sí,No,12,Cont útil nivel 2,14,Retenido,1,1
30/11/2020,Desconocido,No,No,3,,No,Basico,Individual,,Asistencia,Sí,No,12,Cont útil nivel 2,15,Retenido arg,1,2
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,0,Desconocido,4,Siebel,2,2
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,0,Desconocido,5,TF9,2,8
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,4,Siebel,8,Cont útil nivel 1,2,2
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,5,TF9,9,Cola TF9,2,8
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,8,Cont útil nivel 1,14,Retenido,2,2
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,9,Cola TF9,12,Cont útil nivel 2,2,8
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,12,Cont útil nivel 2,15,Retenido arg,2,8
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,14,Retenido,17,Baja final,1,1
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,No,No,15,Retenido arg,17,Baja final,1,4
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,Sí,No,0,Desconocido,4,Siebel,4,4
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,Sí,No,0,Desconocido,5,TF9,1,1
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,Sí,No,4,Siebel,8,Cont útil nivel 1,4,4
30/11/2020,Desconocido,No,No,3,,No,Plena,Individual,,Asistencia,Sí,No,5,TF9,9,Cola TF9,1,1
