fecha,Unidad_final,target,NP,anualidad_red,baja_vto,baja_sin_efec,producto,tipo_cliente,baja_excepcional,modalidad,permiso_ECO,LOPD,impago,nivel_inicio,des_nivel_inicio,nivel_final,des_nivel_final,solicitudes,asegurados
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Asistencia,Sí,Sí,No,7,Siebel,13,Cont útil nivel 1,14,16
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Asistencia,Sí,Sí,No,11,Cont no útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Asistencia,Sí,Sí,No,12,No procede nivel 1,21,Baja,9,10
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Asistencia,Sí,Sí,No,13,Cont útil nivel 1,21,Baja,14,16
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Asistencia,Sí,Sí,Sí,1,Contact center,7,Siebel,3,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Asistencia,Sí,Sí,Sí,7,Siebel,13,Cont útil nivel 1,3,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Asistencia,Sí,Sí,Sí,13,Cont útil nivel 1,21,Baja,3,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,No,1,Contact center,7,Siebel,16,31
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,No,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,No,7,Siebel,13,Cont útil nivel 1,15,30
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,No,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,No,13,Cont útil nivel 1,21,Baja,15,30
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,Sí,1,Contact center,7,Siebel,3,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,Sí,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,Sí,7,Siebel,13,Cont útil nivel 1,2,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,Sí,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,No,Sí,13,Cont útil nivel 1,21,Baja,2,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,No,1,Contact center,7,Siebel,60,110
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,No,7,Siebel,12,No procede nivel 1,10,20
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,No,7,Siebel,13,Cont útil nivel 1,50,90
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,No,12,No procede nivel 1,21,Baja,10,20
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,No,13,Cont útil nivel 1,21,Baja,50,90
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,Sí,1,Contact center,7,Siebel,8,20
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,Sí,7,Siebel,12,No procede nivel 1,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,Sí,7,Siebel,13,Cont útil nivel 1,6,18
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,Sí,12,No procede nivel 1,21,Baja,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,No,Sí,Sí,13,Cont útil nivel 1,21,Baja,6,18
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,No,1,Contact center,7,Siebel,147,238
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,No,7,Siebel,11,Cont no útil nivel 1,5,8
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,No,7,Siebel,12,No procede nivel 1,8,13
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,No,7,Siebel,13,Cont útil nivel 1,134,217
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,No,11,Cont no útil nivel 1,21,Baja,5,8
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,No,12,No procede nivel 1,21,Baja,8,13
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,No,13,Cont útil nivel 1,21,Baja,134,217
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,Sí,1,Contact center,7,Siebel,10,20
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,Sí,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,Sí,7,Siebel,13,Cont útil nivel 1,9,19
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,Sí,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,No,Sí,13,Cont útil nivel 1,21,Baja,9,19
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,No,1,Contact center,7,Siebel,382,694
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,No,7,Siebel,11,Cont no útil nivel 1,6,13
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,No,7,Siebel,12,No procede nivel 1,22,47
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,No,7,Siebel,13,Cont útil nivel 1,354,634
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,No,11,Cont no útil nivel 1,21,Baja,6,13
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,No,12,No procede nivel 1,21,Baja,22,47
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,No,13,Cont útil nivel 1,21,Baja,351,630
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,No,13,Cont útil nivel 1,23,Traspaso,3,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,Sí,1,Contact center,7,Siebel,36,68
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,Sí,7,Siebel,11,Cont no útil nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,Sí,7,Siebel,12,No procede nivel 1,3,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,Sí,7,Siebel,13,Cont útil nivel 1,32,63
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,Sí,11,Cont no útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,Sí,12,No procede nivel 1,21,Baja,3,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,No,Dental,Sí,Sí,Sí,13,Cont útil nivel 1,21,Baja,32,63
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Asistencia,Sí,No,No,1,Contact center,7,Siebel,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Asistencia,Sí,No,No,7,Siebel,13,Cont útil nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Asistencia,Sí,No,No,13,Cont útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Asistencia,Sí,Sí,No,1,Contact center,7,Siebel,10,11
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Asistencia,Sí,Sí,No,7,Siebel,12,No procede nivel 1,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Asistencia,Sí,Sí,No,7,Siebel,13,Cont útil nivel 1,8,9
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Asistencia,Sí,Sí,No,12,No procede nivel 1,21,Baja,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Asistencia,Sí,Sí,No,13,Cont útil nivel 1,21,Baja,8,9
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,No,No,1,Contact center,7,Siebel,4,9
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,No,No,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,No,No,7,Siebel,13,Cont útil nivel 1,3,8
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,No,No,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,No,No,13,Cont útil nivel 1,21,Baja,3,8
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,No,Sí,1,Contact center,7,Siebel,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,No,Sí,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,No,Sí,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,No,1,Contact center,7,Siebel,13,29
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,No,7,Siebel,12,No procede nivel 1,1,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,No,7,Siebel,13,Cont útil nivel 1,12,27
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,No,12,No procede nivel 1,21,Baja,1,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,No,13,Cont útil nivel 1,21,Baja,12,27
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,Sí,1,Contact center,7,Siebel,2,6
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,Sí,7,Siebel,12,No procede nivel 1,1,5
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,Sí,7,Siebel,13,Cont útil nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,Sí,12,No procede nivel 1,21,Baja,1,5
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,No,Sí,Sí,13,Cont útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,No,No,1,Contact center,7,Siebel,21,41
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,No,No,7,Siebel,12,No procede nivel 1,2,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,No,No,7,Siebel,13,Cont útil nivel 1,19,38
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,No,No,12,No procede nivel 1,21,Baja,2,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,No,No,13,Cont útil nivel 1,21,Baja,19,38
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,No,Sí,1,Contact center,7,Siebel,1,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,No,Sí,7,Siebel,13,Cont útil nivel 1,1,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,No,Sí,13,Cont útil nivel 1,21,Baja,1,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,No,1,Contact center,7,Siebel,62,129
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,No,7,Siebel,12,No procede nivel 1,3,5
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,No,7,Siebel,13,Cont útil nivel 1,59,124
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,No,12,No procede nivel 1,21,Baja,3,5
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,No,13,Cont útil nivel 1,21,Baja,58,123
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,No,13,Cont útil nivel 1,23,Traspaso,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,Sí,1,Contact center,7,Siebel,6,14
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,Sí,7,Siebel,12,No procede nivel 1,1,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,Sí,7,Siebel,13,Cont útil nivel 1,5,11
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,Sí,12,No procede nivel 1,21,Baja,1,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Individual,Sí,Dental,Sí,Sí,Sí,13,Cont útil nivel 1,21,Baja,5,11
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,No,No,1,Contact center,7,Siebel,2,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,No,No,7,Siebel,11,Cont no útil nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,No,No,7,Siebel,13,Cont útil nivel 1,1,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,No,No,11,Cont no útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,No,No,13,Cont útil nivel 1,21,Baja,1,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,No,Sí,1,Contact center,7,Siebel,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,No,Sí,7,Siebel,13,Cont útil nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,No,Sí,13,Cont útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,Sí,No,1,Contact center,7,Siebel,8,13
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,Sí,No,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,Sí,No,7,Siebel,13,Cont útil nivel 1,7,12
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,Sí,No,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,Sí,No,13,Cont útil nivel 1,21,Baja,7,12
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,Sí,Sí,1,Contact center,7,Siebel,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,Sí,Sí,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,No,Sí,Sí,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,No,1,Contact center,7,Siebel,18,124
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,No,7,Siebel,11,Cont no útil nivel 1,2,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,No,7,Siebel,13,Cont útil nivel 1,16,120
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,No,11,Cont no útil nivel 1,21,Baja,2,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,No,13,Cont útil nivel 1,21,Baja,15,112
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,No,13,Cont útil nivel 1,23,Traspaso,1,8
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,Sí,1,Contact center,7,Siebel,3,6
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,Sí,7,Siebel,13,Cont útil nivel 1,3,6
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,No,Sí,13,Cont útil nivel 1,21,Baja,3,6
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,Sí,No,1,Contact center,7,Siebel,29,51
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,Sí,No,7,Siebel,12,No procede nivel 1,7,18
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,Sí,No,7,Siebel,13,Cont útil nivel 1,22,33
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,Sí,No,12,No procede nivel 1,21,Baja,7,18
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,Sí,No,13,Cont útil nivel 1,21,Baja,22,33
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,Sí,Sí,1,Contact center,7,Siebel,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,Sí,Sí,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Asistencia,Sí,Sí,Sí,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Dental,No,Sí,No,1,Contact center,7,Siebel,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Dental,No,Sí,No,7,Siebel,13,Cont útil nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Dental,No,Sí,No,13,Cont útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Dental,Sí,Sí,No,1,Contact center,7,Siebel,5,10
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Dental,Sí,Sí,No,7,Siebel,13,Cont útil nivel 1,5,10
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,No,Dental,Sí,Sí,No,13,Cont útil nivel 1,21,Baja,5,10
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,No,1,Contact center,7,Siebel,5,15
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,No,7,Siebel,12,No procede nivel 1,3,13
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,No,7,Siebel,13,Cont útil nivel 1,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,No,12,No procede nivel 1,21,Baja,3,13
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,No,No,13,Cont útil nivel 1,21,Baja,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,No,1,Contact center,7,Siebel,6,6
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,No,7,Siebel,12,No procede nivel 1,4,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,No,7,Siebel,13,Cont útil nivel 1,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,No,12,No procede nivel 1,21,Baja,4,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,No,13,Cont útil nivel 1,21,Baja,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,Sí,1,Contact center,7,Siebel,2,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,Sí,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,Sí,7,Siebel,13,Cont útil nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,Sí,12,No procede nivel 1,23,Traspaso,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,No,Sí,Sí,13,Cont útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,No,1,Contact center,7,Siebel,6,9
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,No,7,Siebel,11,Cont no útil nivel 1,1,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,No,7,Siebel,12,No procede nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,No,7,Siebel,13,Cont útil nivel 1,4,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,No,11,Cont no útil nivel 1,21,Baja,1,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,No,12,No procede nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,No,No,13,Cont útil nivel 1,21,Baja,4,4
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,No,1,Contact center,7,Siebel,26,34
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,No,7,Siebel,11,Cont no útil nivel 1,1,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,No,7,Siebel,12,No procede nivel 1,3,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,No,7,Siebel,13,Cont útil nivel 1,22,29
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,No,11,Cont no útil nivel 1,21,Baja,1,2
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,No,12,No procede nivel 1,21,Baja,3,3
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,No,13,Cont útil nivel 1,21,Baja,21,28
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,No,13,Cont útil nivel 1,23,Traspaso,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,Sí,1,Contact center,7,Siebel,4,7
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,Sí,7,Siebel,11,Cont no útil nivel 1,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,Sí,7,Siebel,13,Cont útil nivel 1,3,6
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,Sí,11,Cont no útil nivel 1,21,Baja,1,1
30/11/2020,Contact center,No,No,2,Sí,No,Resto,Pyme,Sí,Asistencia,Sí,Sí,Sí,13,Cont útil nivel 1,21,Baja,3,6
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,No,No,1,Contact center,7,Siebel,32,51
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,No,No,7,Siebel,13,Cont útil nivel 1,32,51
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,No,No,13,Cont útil nivel 1,19,Retenido,19,31
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,No,No,13,Cont útil nivel 1,20,Retenido arg,13,20
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,No,No,19,Retenido,22,Baja final,5,8
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,No,No,20,Retenido arg,22,Baja final,4,8
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,Sí,No,1,Contact center,7,Siebel,154,279
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,Sí,No,7,Siebel,13,Cont útil nivel 1,154,279
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,Sí,No,13,Cont útil nivel 1,19,Retenido,106,197
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,Sí,No,13,Cont útil nivel 1,20,Retenido arg,48,82
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,Sí,No,19,Retenido,22,Baja final,28,58
30/11/2020,Contact center,No,No,3,,No,Basico,Individual,,Asistencia,,Sí,No,20,Retenido arg,22,Baja final,11,22
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,No,No,1,Contact center,7,Siebel,223,344
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,No,No,7,Siebel,13,Cont útil nivel 1,223,344
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,No,No,13,Cont útil nivel 1,19,Retenido,112,186
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,No,No,13,Cont útil nivel 1,20,Retenido arg,111,158
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,No,No,19,Retenido,22,Baja final,16,29
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,No,No,20,Retenido arg,22,Baja final,15,24
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,Sí,No,1,Contact center,7,Siebel,577,784
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,Sí,No,7,Siebel,13,Cont útil nivel 1,577,784
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,Sí,No,13,Cont útil nivel 1,19,Retenido,324,445
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,Sí,No,13,Cont útil nivel 1,20,Retenido arg,253,339
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,Sí,No,19,Retenido,22,Baja final,63,93
30/11/2020,Contact center,No,No,3,,No,Plena,Individual,,Asistencia,,Sí,No,20,Retenido arg,22,Baja final,62,83
